id,split,label,base_pie,tsne_x,tsne_y
6_fig_3,seen,1,החזיק אצבעות,8.112709,12.599762
6_fig_17,seen,1,החזיק אצבעות,29.22626,5.3849907
6_fig_22,seen,1,החזיק אצבעות,-1.2370377,15.320193
7_lit_10,seen,0,הייתה בעננים,-38.813972,1.3968767
7_lit_14,seen,0,הייתה בעננים,-43.92915,-3.2753928
7_lit_30,seen,0,הייתה בעננים,-39.270912,-20.26912
7_lit_35,seen,0,הייתה בעננים,-21.582167,19.289959
7_fig_5,seen,1,הייתה בעננים,35.92044,-14.679919
7_fig_36,seen,1,הייתה בעננים,42.346004,-19.199932
7_fig_37,seen,1,הייתה בעננים,0.27603275,19.065832
7_fig_40,seen,1,הייתה בעננים,-2.9979484,16.803593
8_lit_1,seen,0,הלך בין טיפות,-46.830605,-14.4310255
8_lit_12,seen,0,הלך בין טיפות,-40.702766,-1.9662168
8_lit_32,seen,0,הלך בין טיפות,-32.182655,12.512431
8_lit_34,seen,0,הלך בין טיפות,-37.179897,4.7577662
8_fig_7,seen,1,הלך בין טיפות,27.292698,7.3507266
8_fig_11,seen,1,הלך בין טיפות,4.670439,18.401268
8_fig_13,seen,1,הלך בין טיפות,19.943323,5.5106845
8_fig_30,seen,1,הלך בין טיפות,39.971848,-26.684319
9_lit_8,seen,0,הלך על ביצים,-31.774584,7.967847
9_lit_18,seen,0,הלך על ביצים,-18.086416,13.884884
9_lit_23,seen,0,הלך על ביצים,-44.216286,-15.091384
9_lit_32,seen,0,הלך על ביצים,-37.34448,-4.3200836
9_fig_8,seen,1,הלך על ביצים,3.991153,16.354355
9_fig_20,seen,1,הלך על ביצים,33.685104,-6.7415733
9_fig_37,seen,1,הלך על ביצים,23.40289,4.4533587
9_fig_39,seen,1,הלך על ביצים,44.803883,-12.356323
10_lit_21,seen,0,הניף דגל לבן,-32.679474,-3.272545
10_lit_25,seen,0,הניף דגל לבן,-35.886566,-16.255495
10_lit_37,seen,0,הניף דגל לבן,-42.589027,-10.10761
10_lit_40,seen,0,הניף דגל לבן,-32.41204,-3.863729
10_fig_1,seen,1,הניף דגל לבן,38.492634,-5.465442
10_fig_16,seen,1,הניף דגל לבן,11.185927,17.056044
10_fig_30,seen,1,הניף דגל לבן,17.376688,12.123148
10_fig_37,seen,1,הניף דגל לבן,15.286298,15.082249
11_lit_7,seen,0,הרים את הראש,-29.276262,11.973013
11_lit_14,seen,0,הרים את הראש,-37.789677,-9.011261
11_lit_24,seen,0,הרים את הראש,-41.24858,-4.022051
11_lit_34,seen,0,הרים את הראש,-34.66798,8.494823
11_fig_12,seen,1,הרים את הראש,28.480799,-5.8489804
11_fig_33,seen,1,הרים את הראש,31.094416,-1.8286713
11_fig_35,seen,1,הרים את הראש,11.554083,17.249973
11_fig_39,seen,1,הרים את הראש,0.0131346285,18.124006
12_lit_15,seen,0,הרים גבה,1.7352505,17.64004
12_lit_18,seen,0,הרים גבה,-40.427113,-3.31075
12_lit_29,seen,0,הרים גבה,-24.844929,15.425424
12_lit_37,seen,0,הרים גבה,-42.330994,-5.456581
12_fig_14,seen,1,הרים גבה,-11.844853,11.6065445
12_fig_16,seen,1,הרים גבה,12.37288,11.921815
12_fig_26,seen,1,הרים גבה,28.962406,3.5227385
12_fig_35,seen,1,הרים גבה,12.549664,9.622499
13_lit_13,seen,0,הרים ידיים,-38.41026,-8.681074
13_lit_14,seen,0,הרים ידיים,-17.62323,16.84752
13_lit_15,seen,0,הרים ידיים,-37.145855,-15.363389
13_lit_37,seen,0,הרים ידיים,-27.487803,15.692509
13_fig_18,seen,1,הרים ידיים,35.203705,-15.0983925
13_fig_23,seen,1,הרים ידיים,20.807854,10.027527
13_fig_31,seen,1,הרים ידיים,30.371714,-17.103914
13_fig_35,seen,1,הרים ידיים,38.339153,-25.180397
14_lit_1,seen,0,חותך כמו סכין,-24.102966,19.092443
14_lit_23,seen,0,חותך כמו סכין,-30.817322,14.403042
14_lit_34,seen,0,חותך כמו סכין,-40.04645,-6.0503025
14_lit_36,seen,0,חותך כמו סכין,-42.35203,-13.129607
14_fig_29,seen,1,חותך כמו סכין,37.080944,-25.799358
14_fig_30,seen,1,חותך כמו סכין,38.69514,-11.417459
14_fig_36,seen,1,חותך כמו סכין,42.326637,-23.733622
14_fig_40,seen,1,חותך כמו סכין,21.888073,8.365806
15_lit_15,seen,0,חזר למסלול,-26.583376,8.848701
15_lit_19,seen,0,חזר למסלול,-41.666706,-3.039778
15_lit_25,seen,0,חזר למסלול,-26.008308,14.303251
15_lit_28,seen,0,חזר למסלול,-24.17031,13.672473
15_fig_3,seen,1,חזר למסלול,23.910389,-3.1488864
15_fig_12,seen,1,חזר למסלול,0.032306205,17.4984
15_fig_20,seen,1,חזר למסלול,36.435463,-14.034827
15_fig_23,seen,1,חזר למסלול,0.5561291,17.497635
16_lit_4,seen,0,חטף חום,2.3248923,16.622072
16_lit_6,seen,0,חטף חום,-7.2999415,13.428458
16_lit_10,seen,0,חטף חום,-41.471924,-16.1688
16_lit_15,seen,0,חטף חום,-45.516495,-14.935008
16_fig_4,seen,1,חטף חום,37.58278,-22.048344
16_fig_30,seen,1,חטף חום,35.116867,-8.069649
16_fig_35,seen,1,חטף חום,38.123455,-26.304789
16_fig_39,seen,1,חטף חום,43.66962,-23.828434
17_lit_19,seen,0,חטף מכה,-32.170555,10.630478
17_lit_21,seen,0,חטף מכה,-44.992016,-15.149614
17_lit_30,seen,0,חטף מכה,-42.8884,-11.295805
17_lit_35,seen,0,חטף מכה,-40.012047,1.1455982
17_fig_11,seen,1,חטף מכה,37.22728,-6.183497
17_fig_35,seen,1,חטף מכה,40.50549,-22.29187
17_fig_39,seen,1,חטף מכה,40.7434,-19.358429
17_fig_40,seen,1,חטף מכה,40.01847,-2.1519358
18_lit_11,seen,0,חיבר נקודות,-36.025265,4.3156776
18_lit_13,seen,0,חיבר נקודות,-37.16981,-10.20251
18_lit_20,seen,0,חיבר נקודות,-3.5968673,17.697205
18_lit_32,seen,0,חיבר נקודות,-25.363773,24.384539
18_fig_20,seen,1,חיבר נקודות,36.27654,-4.5935235
18_fig_23,seen,1,חיבר נקודות,17.001518,9.2696295
18_fig_24,seen,1,חיבר נקודות,25.058565,11.571751
18_fig_40,seen,1,חיבר נקודות,12.67249,15.494839
21_lit_10,seen,0,יצא מהקופסה,-38.83503,-17.955938
21_lit_11,seen,0,יצא מהקופסה,-39.385582,2.6934788
21_lit_19,seen,0,יצא מהקופסה,-30.599335,13.050556
21_lit_29,seen,0,יצא מהקופסה,-33.102455,14.924913
21_fig_2,seen,1,יצא מהקופסה,-18.234703,9.756959
21_fig_6,seen,1,יצא מהקופסה,30.017086,7.1828933
21_fig_18,seen,1,יצא מהקופסה,24.346441,-1.1794889
21_fig_20,seen,1,יצא מהקופסה,17.615274,14.050821
22_lit_12,seen,0,ירד לו האסימון,-46.16351,-14.286446
22_lit_15,seen,0,ירד לו האסימון,-29.343498,9.107193
22_lit_25,seen,0,ירד לו האסימון,-46.33184,-14.300219
22_lit_27,seen,0,ירד לו האסימון,0.18626869,13.648948
22_fig_12,seen,1,ירד לו האסימון,-31.185299,20.13504
22_fig_24,seen,1,ירד לו האסימון,34.01452,-3.2955327
22_fig_27,seen,1,ירד לו האסימון,35.605633,-24.273205
22_fig_36,seen,1,ירד לו האסימון,38.863026,-27.675829
23_lit_5,seen,0,ירד מהעץ,-22.918715,19.81175
23_lit_7,seen,0,ירד מהעץ,-22.570667,17.37312
23_lit_28,seen,0,ירד מהעץ,-40.022964,-20.153324
23_lit_38,seen,0,ירד מהעץ,-31.152098,5.689994
23_fig_18,seen,1,ירד מהעץ,-2.9334161,16.20277
23_fig_20,seen,1,ירד מהעץ,13.813479,9.397957
23_fig_23,seen,1,ירד מהעץ,-26.062809,-1.5429771
23_fig_32,seen,1,ירד מהעץ,24.155739,0.1704631
24_lit_17,seen,0,ירד מהפסים,-39.577732,-12.420541
24_lit_23,seen,0,ירד מהפסים,-22.122309,20.077995
24_lit_28,seen,0,ירד מהפסים,-27.438293,13.721816
24_lit_29,seen,0,ירד מהפסים,-26.686312,7.434764
24_fig_19,seen,1,ירד מהפסים,30.795507,-7.297258
24_fig_21,seen,1,ירד מהפסים,39.48382,-26.571293
24_fig_25,seen,1,ירד מהפסים,29.854525,0.35103187
24_fig_35,seen,1,ירד מהפסים,32.997677,-2.3128076
25_lit_20,seen,0,ירה לכל הכיוונים,-35.38865,-5.8546906
25_lit_27,seen,0,ירה לכל הכיוונים,-39.899734,-19.518787
25_lit_29,seen,0,ירה לכל הכיוונים,-13.2755165,12.727776
25_lit_36,seen,0,ירה לכל הכיוונים,-43.42523,-18.296114
25_fig_10,seen,1,ירה לכל הכיוונים,6.215613,17.161411
25_fig_17,seen,1,ירה לכל הכיוונים,-42.455833,-20.696703
25_fig_20,seen,1,ירה לכל הכיוונים,0.18144682,16.324438
25_fig_22,seen,1,ירה לכל הכיוונים,25.108181,-5.2569637
26_lit_1,seen,0,ירק דם,-18.8793,6.058105
26_lit_7,seen,0,ירק דם,-47.859707,-11.82364
26_lit_27,seen,0,ירק דם,-42.027832,-6.7343717
26_lit_37,seen,0,ירק דם,-47.537403,-14.132197
26_fig_3,seen,1,ירק דם,18.02197,11.045657
26_fig_9,seen,1,ירק דם,24.300941,-1.9171013
26_fig_14,seen,1,ירק דם,24.13995,8.990879
26_fig_17,seen,1,ירק דם,19.179205,11.775452
27_lit_3,seen,0,לב זהב,-24.593689,20.161518
27_lit_4,seen,0,לב זהב,-31.51954,-4.3379335
27_lit_7,seen,0,לב זהב,-21.761927,21.247852
27_lit_30,seen,0,לב זהב,-23.968147,21.046207
27_fig_12,seen,1,לב זהב,32.49389,-3.138745
27_fig_17,seen,1,לב זהב,31.292263,-0.02678607
27_fig_24,seen,1,לב זהב,-34.026176,-8.937901
27_fig_29,seen,1,לב זהב,19.063858,3.5926774
28_lit_7,seen,0,לקח צעד אחורה,-39.69443,-3.747078
28_lit_16,seen,0,לקח צעד אחורה,-35.616005,3.6404808
28_lit_23,seen,0,לקח צעד אחורה,-23.444813,22.666086
28_lit_39,seen,0,לקח צעד אחורה,-38.767857,6.9809303
28_fig_9,seen,1,לקח צעד אחורה,37.03735,3.1852424
28_fig_12,seen,1,לקח צעד אחורה,5.3779945,13.582637
28_fig_28,seen,1,לקח צעד אחורה,20.63356,10.606713
28_fig_34,seen,1,לקח צעד אחורה,23.903992,7.2637396
29_lit_4,seen,0,משך בחוטים,-26.92712,9.775302
29_lit_15,seen,0,משך בחוטים,-40.614357,-1.9558786
29_lit_29,seen,0,משך בחוטים,-41.557774,-3.6857715
29_lit_37,seen,0,משך בחוטים,-40.08977,0.87689334
29_fig_4,seen,1,משך בחוטים,35.59041,-17.210426
29_fig_8,seen,1,משך בחוטים,32.2557,-21.038317
29_fig_13,seen,1,משך בחוטים,1.6929426,14.401856
29_fig_29,seen,1,משך בחוטים,22.10531,3.4388998
30_lit_17,seen,0,נכנס מתחת לאלונקה,-41.948685,-2.243068
30_lit_24,seen,0,נכנס מתחת לאלונקה,1.2611057,15.55187
30_lit_32,seen,0,נכנס מתחת לאלונקה,-43.95434,-4.9451904
30_lit_40,seen,0,נכנס מתחת לאלונקה,-26.354412,-0.36510882
30_fig_14,seen,1,נכנס מתחת לאלונקה,36.211235,-21.175451
30_fig_17,seen,1,נכנס מתחת לאלונקה,-11.534792,13.025804
30_fig_24,seen,1,נכנס מתחת לאלונקה,17.930689,12.395969
30_fig_36,seen,1,נכנס מתחת לאלונקה,9.623102,11.984776
31_lit_1,seen,0,נפל בין הכיסאות,-26.725965,18.735373
31_lit_10,seen,0,נפל בין הכיסאות,-35.36185,-11.614833
31_lit_17,seen,0,נפל בין הכיסאות,-33.74359,7.2627707
31_lit_23,seen,0,נפל בין הכיסאות,-38.284565,-17.219135
31_fig_7,seen,1,נפל בין הכיסאות,21.107882,4.5661416
31_fig_18,seen,1,נפל בין הכיסאות,26.726982,-6.4559364
31_fig_21,seen,1,נפל בין הכיסאות,12.203473,10.128224
31_fig_25,seen,1,נפל בין הכיסאות,39.26058,-23.909067
32_lit_12,seen,0,נפל מהכיסא,-39.0036,-0.43263686
32_lit_17,seen,0,נפל מהכיסא,-29.675568,0.03831782
32_lit_19,seen,0,נפל מהכיסא,-42.3773,-11.789756
32_lit_22,seen,0,נפל מהכיסא,-34.891872,-12.557921
32_fig_7,seen,1,נפל מהכיסא,28.681013,3.962529
32_fig_8,seen,1,נפל מהכיסא,29.456602,-0.019589452
32_fig_23,seen,1,נפל מהכיסא,41.928135,-20.866528
32_fig_39,seen,1,נפל מהכיסא,41.57223,-19.914892
34_lit_8,seen,0,נשבר מבפנים,-36.093838,9.67176
34_lit_18,seen,0,נשבר מבפנים,-29.932364,10.1455765
34_lit_22,seen,0,נשבר מבפנים,-40.22925,-10.081028
34_lit_30,seen,0,נשבר מבפנים,-46.269955,-12.2520275
34_fig_3,seen,1,נשבר מבפנים,-7.79888,13.328511
34_fig_4,seen,1,נשבר מבפנים,22.572668,7.511452
34_fig_27,seen,1,נשבר מבפנים,37.54001,-9.36718
34_fig_30,seen,1,נשבר מבפנים,44.629272,-18.141695
35_lit_8,seen,0,נשך שפתיים,-42.938446,-8.140468
35_lit_11,seen,0,נשך שפתיים,-32.974022,5.8455014
35_lit_22,seen,0,נשך שפתיים,-44.205772,-8.49262
35_lit_25,seen,0,נשך שפתיים,-18.910152,5.7437773
35_fig_2,seen,1,נשך שפתיים,36.41673,-22.66393
35_fig_9,seen,1,נשך שפתיים,4.1289597,15.927859
35_fig_25,seen,1,נשך שפתיים,16.712246,12.410295
35_fig_37,seen,1,נשך שפתיים,37.82622,-22.199137
36_lit_16,seen,0,נתן גז,-44.445286,-12.564319
36_lit_28,seen,0,נתן גז,-33.722366,10.67103
36_lit_31,seen,0,נתן גז,-43.862682,-16.233835
36_lit_39,seen,0,נתן גז,-34.456635,9.82934
36_fig_1,seen,1,נתן גז,40.066845,-20.977228
36_fig_2,seen,1,נתן גז,26.609333,-0.4879567
36_fig_7,seen,1,נתן גז,44.003826,-21.162048
36_fig_32,seen,1,נתן גז,41.272053,-16.28099
37_lit_7,seen,0,נתן יד,-34.101055,2.5005918
37_lit_8,seen,0,נתן יד,-34.679806,2.3009706
37_lit_30,seen,0,נתן יד,-37.96526,2.4916844
37_lit_34,seen,0,נתן יד,-35.36506,1.6486032
37_fig_5,seen,1,נתן יד,30.44853,4.2456083
37_fig_28,seen,1,נתן יד,39.439926,-9.389938
37_fig_33,seen,1,נתן יד,14.492208,11.592309
37_fig_40,seen,1,נתן יד,34.726665,1.2261254
38_lit_9,seen,0,סגר חשבון,-18.065853,22.718369
38_lit_10,seen,0,סגר חשבון,-17.79617,22.57268
38_lit_27,seen,0,סגר חשבון,-18.095577,22.728466
38_lit_32,seen,0,סגר חשבון,-29.791204,22.732855
38_fig_2,seen,1,סגר חשבון,22.865042,-5.916514
38_fig_13,seen,1,סגר חשבון,24.879614,4.842728
38_fig_21,seen,1,סגר חשבון,2.578053,17.828863
38_fig_30,seen,1,סגר חשבון,8.235513,16.911003
39_lit_2,seen,0,עשה סלט,-31.823704,-1.3778328
39_lit_19,seen,0,עשה סלט,-31.766329,-1.5431771
39_lit_34,seen,0,עשה סלט,-46.591373,-8.844688
39_lit_38,seen,0,עשה סלט,-19.00315,18.483984
39_fig_3,seen,1,עשה סלט,23.608458,-4.1451225
39_fig_22,seen,1,עשה סלט,42.037132,-18.856993
39_fig_25,seen,1,עשה סלט,35.594948,-3.1255972
39_fig_30,seen,1,עשה סלט,35.64814,-18.846174
40_lit_5,seen,0,עשה סצנה,-32.142166,-4.7838416
40_lit_7,seen,0,עשה סצנה,-15.403733,16.131794
40_lit_11,seen,0,עשה סצנה,-36.96873,-7.573461
40_lit_16,seen,0,עשה סצנה,-5.123383,13.723268
40_fig_3,seen,1,עשה סצנה,20.512154,8.426441
40_fig_24,seen,1,עשה סצנה,21.02558,15.050701
40_fig_32,seen,1,עשה סצנה,-16.919216,10.977918
40_fig_36,seen,1,עשה סצנה,-17.029572,11.377356
41_lit_12,seen,0,פתח דלתות,-36.27698,-0.5283464
41_lit_13,seen,0,פתח דלתות,-31.961884,20.311222
41_lit_15,seen,0,פתח דלתות,-31.421268,18.414513
41_lit_28,seen,0,פתח דלתות,-20.614227,20.409323
41_fig_2,seen,1,פתח דלתות,24.041264,-1.0295409
41_fig_8,seen,1,פתח דלתות,11.771728,15.307447
41_fig_28,seen,1,פתח דלתות,23.084148,1.1224822
41_fig_32,seen,1,פתח דלתות,25.37583,-0.15146764
42_lit_5,seen,0,פתח דף חדש,-28.305845,22.284
42_lit_6,seen,0,פתח דף חדש,-28.046377,23.141712
42_lit_15,seen,0,פתח דף חדש,-28.714949,23.708403
42_lit_36,seen,0,פתח דף חדש,-31.108965,-12.612398
42_fig_23,seen,1,פתח דף חדש,-6.294137,12.557397
42_fig_28,seen,1,פתח דף חדש,12.71126,13.412887
42_fig_30,seen,1,פתח דף חדש,30.556818,-4.2513103
42_fig_32,seen,1,פתח דף חדש,38.03378,-7.8045373
43_lit_1,seen,0,פתח עיניים,-2.6302571,15.7316885
43_lit_7,seen,0,פתח עיניים,-41.392365,-21.303843
43_lit_27,seen,0,פתח עיניים,-38.089485,-11.133372
43_lit_35,seen,0,פתח עיניים,-48.225704,-14.0732155
43_fig_5,seen,1,פתח עיניים,43.826733,-17.042608
43_fig_13,seen,1,פתח עיניים,-38.28276,-17.60524
43_fig_16,seen,1,פתח עיניים,35.91783,-22.329704
43_fig_26,seen,1,פתח עיניים,22.634457,5.753211
44_lit_2,seen,0,קבר את עצמו,-10.023306,13.990013
44_lit_7,seen,0,קבר את עצמו,-40.60073,4.7864676
44_lit_23,seen,0,קבר את עצמו,1.796239,16.207092
44_lit_29,seen,0,קבר את עצמו,-40.196255,4.5317907
44_fig_13,seen,1,קבר את עצמו,40.92622,-1.6075745
44_fig_15,seen,1,קבר את עצמו,41.73265,-14.737515
44_fig_18,seen,1,קבר את עצמו,41.16979,-18.076527
44_fig_37,seen,1,קבר את עצמו,40.572155,-16.967466
45_lit_6,seen,0,קיבל סטירה,-28.635735,12.7901125
45_lit_25,seen,0,קיבל סטירה,-39.114105,-9.444391
45_lit_34,seen,0,קיבל סטירה,-40.109623,0.12917535
45_lit_40,seen,0,קיבל סטירה,-34.372555,-4.004308
45_fig_7,seen,1,קיבל סטירה,11.751519,15.346496
45_fig_8,seen,1,קיבל סטירה,16.872704,15.511992
45_fig_34,seen,1,קיבל סטירה,23.780045,-3.04117
45_fig_38,seen,1,קיבל סטירה,-35.87185,-4.9076576
46_lit_13,seen,0,קיפל את הזנב,8.639324,13.006355
46_lit_23,seen,0,קיפל את הזנב,45.97976,-19.045828
46_lit_33,seen,0,קיפל את הזנב,-28.477093,10.020534
46_lit_34,seen,0,קיפל את הזנב,-45.447327,-12.080265
46_fig_7,seen,1,קיפל את הזנב,16.131721,9.606756
46_fig_24,seen,1,קיפל את הזנב,42.22914,-23.151722
46_fig_33,seen,1,קיפל את הזנב,29.615454,2.908182
46_fig_39,seen,1,קיפל את הזנב,44.316154,-16.095697
47_lit_9,seen,0,קפא במקום,-34.216503,12.691259
47_lit_22,seen,0,קפא במקום,-35.259094,-12.905947
47_lit_33,seen,0,קפא במקום,-24.607496,13.434741
47_lit_36,seen,0,קפא במקום,-41.736725,-7.579861
47_fig_17,seen,1,קפא במקום,8.675487,13.521603
47_fig_21,seen,1,קפא במקום,-8.892435,13.422265
47_fig_25,seen,1,קפא במקום,43.639164,-16.959917
47_fig_32,seen,1,קפא במקום,38.44724,-21.439356
48_lit_9,seen,0,קפץ למים,-31.013607,12.615793
48_lit_20,seen,0,קפץ למים,-32.736046,10.965208
48_lit_29,seen,0,קפץ למים,-33.667652,-1.0308836
48_lit_30,seen,0,קפץ למים,-37.140923,-5.103709
48_fig_1,seen,1,קפץ למים,8.181915,15.880235
48_fig_12,seen,1,קפץ למים,10.810162,13.084841
48_fig_26,seen,1,קפץ למים,41.508465,-11.744437
48_fig_37,seen,1,קפץ למים,37.9807,-25.738733
50_lit_10,seen,0,שבר את הכלים,-33.447342,13.756797
50_lit_11,seen,0,שבר את הכלים,-39.004616,4.385772
50_lit_21,seen,0,שבר את הכלים,-28.096914,16.830101
50_lit_29,seen,0,שבר את הכלים,-41.76618,-12.646507
50_fig_1,seen,1,שבר את הכלים,35.170086,-18.486038
50_fig_7,seen,1,שבר את הכלים,2.029333,17.184061
50_fig_27,seen,1,שבר את הכלים,32.071342,4.9494095
50_fig_38,seen,1,שבר את הכלים,7.86337,13.7475195
51_lit_19,seen,0,שבר את הלב,-42.185066,-16.190754
51_lit_21,seen,0,שבר את הלב,-29.52027,-6.6793714
51_lit_27,seen,0,שבר את הלב,-0.5986137,13.710347
51_lit_38,seen,0,שבר את הלב,-0.542001,13.795365
51_fig_3,seen,1,שבר את הלב,39.130478,-0.7621592
51_fig_5,seen,1,שבר את הלב,22.401752,11.792671
51_fig_13,seen,1,שבר את הלב,16.194653,10.032787
51_fig_40,seen,1,שבר את הלב,39.72429,-12.344103
52_lit_5,seen,0,שבר את הקרח,-29.317451,7.011233
52_lit_8,seen,0,שבר את הקרח,-26.601868,14.136877
52_lit_20,seen,0,שבר את הקרח,-23.929873,17.86879
52_lit_37,seen,0,שבר את הקרח,-41.883396,2.7535717
52_fig_3,seen,1,שבר את הקרח,43.403294,-12.504737
52_fig_7,seen,1,שבר את הקרח,43.151917,-23.649935
52_fig_27,seen,1,שבר את הקרח,-3.0799837,17.025341
52_fig_40,seen,1,שבר את הקרח,36.713905,-3.9880006
53_lit_11,seen,0,שבר את הראש,-44.31563,-16.393879
53_lit_15,seen,0,שבר את הראש,-26.55433,4.6494164
53_lit_27,seen,0,שבר את הראש,-39.15285,-11.16618
53_lit_32,seen,0,שבר את הראש,-26.55629,6.8199863
53_fig_6,seen,1,שבר את הראש,25.82681,-1.5832924
53_fig_22,seen,1,שבר את הראש,1.4641544,18.384176
53_fig_35,seen,1,שבר את הראש,41.02557,-3.036856
53_fig_40,seen,1,שבר את הראש,18.527956,9.530523
54_lit_6,seen,0,שבר את תקרת הזכוכית,-31.228207,15.237096
54_lit_10,seen,0,שבר את תקרת הזכוכית,-36.2993,1.8620197
54_lit_12,seen,0,שבר את תקרת הזכוכית,-28.634005,-7.5067534
54_lit_28,seen,0,שבר את תקרת הזכוכית,-36.54884,6.0571275
54_fig_8,seen,1,שבר את תקרת הזכוכית,31.287998,-4.7233677
54_fig_30,seen,1,שבר את תקרת הזכוכית,21.46914,0.031639952
54_fig_36,seen,1,שבר את תקרת הזכוכית,23.624323,-1.4007478
54_fig_40,seen,1,שבר את תקרת הזכוכית,25.648043,5.547704
56_lit_6,seen,0,שחרר קיטור,-42.676395,-14.68602
56_lit_14,seen,0,שחרר קיטור,-41.95156,-18.609175
56_lit_29,seen,0,שחרר קיטור,-45.649597,-15.939837
56_lit_32,seen,0,שחרר קיטור,-27.588175,14.148145
56_fig_13,seen,1,שחרר קיטור,34.707867,-4.6123786
56_fig_30,seen,1,שחרר קיטור,22.117178,7.1451674
56_fig_33,seen,1,שחרר קיטור,28.867924,-13.504931
56_fig_34,seen,1,שחרר קיטור,28.903929,-13.008415
57_lit_25,seen,0,שיחק באש,-40.929256,-14.636075
57_lit_29,seen,0,שיחק באש,-33.844498,-11.013679
57_lit_32,seen,0,שיחק באש,-32.12381,14.627803
57_lit_33,seen,0,שיחק באש,-28.416483,-7.719431
57_fig_9,seen,1,שיחק באש,15.4064245,6.940929
57_fig_15,seen,1,שיחק באש,38.347923,-13.571638
57_fig_21,seen,1,שיחק באש,39.19565,-16.59149
57_fig_40,seen,1,שיחק באש,37.17569,-12.203252
58_lit_6,seen,0,שם עליו פס,-24.592178,21.423853
58_lit_8,seen,0,שם עליו פס,-40.905052,1.6990935
58_lit_13,seen,0,שם עליו פס,-23.581108,19.337378
58_lit_21,seen,0,שם עליו פס,-37.82841,-12.610515
58_fig_2,seen,1,שם עליו פס,38.324097,-13.990884
58_fig_9,seen,1,שם עליו פס,28.082653,-3.907976
58_fig_27,seen,1,שם עליו פס,17.905638,15.769291
58_fig_29,seen,1,שם עליו פס,34.386536,-21.359045
59_lit_1,seen,0,שם רגליים,-25.139818,17.522781
59_lit_3,seen,0,שם רגליים,-29.418768,11.197116
59_lit_13,seen,0,שם רגליים,-38.684326,0.30422148
59_lit_30,seen,0,שם רגליים,-43.319496,-10.60307
59_fig_2,seen,1,שם רגליים,25.239506,-2.9835165
59_fig_6,seen,1,שם רגליים,18.81201,10.640231
59_fig_9,seen,1,שם רגליים,34.21992,-21.085615
59_fig_37,seen,1,שם רגליים,32.16771,-19.725788
60_lit_10,seen,0,שפכה אור,-27.136086,14.717496
60_lit_19,seen,0,שפכה אור,-18.534643,10.19866
60_lit_20,seen,0,שפכה אור,-44.839706,-14.471609
60_lit_35,seen,0,שפכה אור,-41.38658,-16.240822
60_fig_25,seen,1,שפכה אור,35.43294,2.0141218
60_fig_35,seen,1,שפכה אור,9.20241,15.454677
60_fig_37,seen,1,שפכה אור,19.115519,5.4139833
60_fig_40,seen,1,שפכה אור,34.81982,-3.7542884
2_lit_1,unseen,0,איבד את הראש,-30.36193,2.0748193
2_lit_2,unseen,0,איבד את הראש,-34.06482,-6.677845
